gene,log2FoldChange,padj,direction,diagnosis
AP5B1,0.9781120011155346,1.389553732441569e-06,up_in_disease,Systemic_lupus_erythematosus
APBA1,-0.9792398821014304,3.882484773771964e-05,up_in_healthy,Systemic_lupus_erythematosus
APBB1,-0.7301567551732038,9.906101814356572e-06,up_in_healthy,Systemic_lupus_erythematosus
APCDD1L,1.4075379933054435,0.0372662638237376,up_in_disease,Systemic_lupus_erythematosus
APOBEC3A,1.223853916216249,3.0775463065538087e-09,up_in_disease,Systemic_lupus_erythematosus
APOBEC3B,1.3522470778166915,2.5162414531248266e-07,up_in_disease,Systemic_lupus_erythematosus
APOBEC3H,0.8027898296029844,0.0013903412643112,up_in_disease,Systemic_lupus_erythematosus
APOL1,0.6672948840533882,0.0016256170165585,up_in_disease,Systemic_lupus_erythematosus
APOL4,1.5515127138651743,7.390857830016623e-05,up_in_disease,Systemic_lupus_erythematosus
APOL6,1.1424476026545796,4.482116586405172e-07,up_in_disease,Systemic_lupus_erythematosus
AREG,1.0699422668221332,0.0181390559531713,up_in_disease,Systemic_lupus_erythematosus
ARG1,2.40358716296453,1.128576717364368e-06,up_in_disease,Systemic_lupus_erythematosus
ARGFX,1.2901347875842897,1.074669658794207e-06,up_in_disease,Systemic_lupus_erythematosus
ARHGAP23,0.673214643618069,0.0030564759410778,up_in_disease,Systemic_lupus_erythematosus
ARHGAP29,0.9728321697770708,0.0029260392534906,up_in_disease,Systemic_lupus_erythematosus
ARHGAP32,-0.5824514769328484,0.0018839735486151,up_in_healthy,Systemic_lupus_erythematosus
ARL4A,0.6235960411748405,0.0047749504291011,up_in_disease,Systemic_lupus_erythematosus
ARMC12,0.6393062718016115,0.0080083001581304,up_in_disease,Systemic_lupus_erythematosus
ARNTL2,0.5986581180161287,1.2777638478286708e-08,up_in_disease,Systemic_lupus_erythematosus
ASIP,-0.8462506897978546,0.0150620003854382,up_in_healthy,Systemic_lupus_erythematosus
ASPH,1.2493793974973662,0.0001020634870231,up_in_disease,Systemic_lupus_erythematosus
ASPM,1.570190064065549,1.075652243518294e-06,up_in_disease,Systemic_lupus_erythematosus
ASPRV1,0.8286477010868509,0.0038715642952251,up_in_disease,Systemic_lupus_erythematosus
ASS1,0.9682102580450844,0.0135743952061065,up_in_disease,Systemic_lupus_erythematosus
ATF3,0.9456012074526168,0.0034075676520823,up_in_disease,Systemic_lupus_erythematosus
ATP12A,-1.2168598727085764,0.034738697051495,up_in_healthy,Systemic_lupus_erythematosus
ATP1B1,-0.6702801150248947,8.532162145339736e-05,up_in_healthy,Systemic_lupus_erythematosus
ATP2C2,1.1807127660186472,0.0253618234117274,up_in_disease,Systemic_lupus_erythematosus
ATP5C1,0.6212062170303125,0.0001351349120589,up_in_disease,Systemic_lupus_erythematosus
ATP5EP2,0.7614875941495021,0.0009074579495727,up_in_disease,Systemic_lupus_erythematosus
ATP5I,0.6583478569939719,2.5326873454778008e-06,up_in_disease,Systemic_lupus_erythematosus
ATP5J,0.6974823906938017,3.831141532374377e-07,up_in_disease,Systemic_lupus_erythematosus
ATP8B3,0.599939983238292,0.0122886317228132,up_in_disease,Systemic_lupus_erythematosus
ATP8B4,0.7925961315840366,0.0007253242038549,up_in_disease,Systemic_lupus_erythematosus
AURKB,0.808394106567389,0.0004623133024212,up_in_disease,Systemic_lupus_erythematosus
AUTS2,-0.6336090235201458,0.0015687991178808,up_in_healthy,Systemic_lupus_erythematosus
AXIN2,-0.6489335043659084,0.00313354434957,up_in_healthy,Systemic_lupus_erythematosus
AXL,0.9027900336054449,0.0004999190669404,up_in_disease,Systemic_lupus_erythematosus
AZU1,2.023598329912053,8.148817122420336e-06,up_in_disease,Systemic_lupus_erythematosus
B2M,0.689489731901749,1.0007661675816935e-06,up_in_disease,Systemic_lupus_erythematosus
B3GAT1,0.8620606553218787,0.0092042754057821,up_in_disease,Systemic_lupus_erythematosus
B4GALNT4,0.8859273789101294,0.0135333527854945,up_in_disease,Systemic_lupus_erythematosus
B4GALT5,0.6528431101682474,0.0104648783253767,up_in_disease,Systemic_lupus_erythematosus
BAALC,-0.866129132522031,0.0112077518869624,up_in_healthy,Systemic_lupus_erythematosus
BACE2,-0.6238313818306636,0.0041383825939831,up_in_healthy,Systemic_lupus_erythematosus
BAG3,-0.8897024286190347,1.947283652771575e-11,up_in_healthy,Systemic_lupus_erythematosus
BATF,0.6859503923959991,7.364832250551381e-07,up_in_disease,Systemic_lupus_erythematosus
BATF2,2.023663539450633,4.25026549451333e-08,up_in_disease,Systemic_lupus_erythematosus
BCAM,-1.39673368127626,0.0040644091137462,up_in_healthy,Systemic_lupus_erythematosus
BCAT1,0.8129724795620765,0.0126977815170524,up_in_disease,Systemic_lupus_erythematosus
BCL11A,-0.5906325381917146,0.0002369720602749,up_in_healthy,Systemic_lupus_erythematosus
BCL11B,-0.5854187477043882,1.9611943594237203e-05,up_in_healthy,Systemic_lupus_erythematosus
BCL2A1,1.480165980492092,3.779840120818398e-08,up_in_disease,Systemic_lupus_erythematosus
BCL2L14,2.6099170659878967,3.8746537098527094e-13,up_in_disease,Systemic_lupus_erythematosus
BCL2L15,1.68625983171703,7.554090622475527e-05,up_in_disease,Systemic_lupus_erythematosus
BDH2,0.746556466036977,0.0069710609344291,up_in_disease,Systemic_lupus_erythematosus
BEAN1,0.7116814045040226,0.0037863296561609,up_in_disease,Systemic_lupus_erythematosus
BEX1,1.0646454924303494,0.001560448617055,up_in_disease,Systemic_lupus_erythematosus
BFSP2,1.507293175008215,0.0125680034736296,up_in_disease,Systemic_lupus_erythematosus
BHLHA15,1.8161195816387143,8.157692802039063e-05,up_in_disease,Systemic_lupus_erythematosus
BHMT2,0.6704189819631963,1.5391957697417682e-05,up_in_disease,Systemic_lupus_erythematosus
BIRC5,1.5452954936223506,8.57057194681872e-06,up_in_disease,Systemic_lupus_erythematosus
BLOC1S1,0.6890928836962965,1.936769662309577e-07,up_in_disease,Systemic_lupus_erythematosus
BLVRA,0.8413509794354409,1.5014897261534424e-05,up_in_disease,Systemic_lupus_erythematosus
BLZF1,0.6370540633850235,1.6255183276293602e-08,up_in_disease,Systemic_lupus_erythematosus
BMX,0.9910425503868416,0.0091903917079211,up_in_disease,Systemic_lupus_erythematosus
BOLA2,5.516552897713412,0.0079143522195647,up_in_disease,Systemic_lupus_erythematosus
BOLL,0.6886236968100088,0.0138074398894873,up_in_disease,Systemic_lupus_erythematosus
BPI,1.5927545816047302,7.950307803507569e-05,up_in_disease,Systemic_lupus_erythematosus
BRCA1,0.8084802842241046,8.237389409424264e-09,up_in_disease,Systemic_lupus_erythematosus
BRCA2,1.2195872428082903,6.715823732115063e-10,up_in_disease,Systemic_lupus_erythematosus
BSND,0.9338800109077888,0.0002561892058834,up_in_disease,Systemic_lupus_erythematosus
BST1,0.617498763671126,0.0007659673816923,up_in_disease,Systemic_lupus_erythematosus
BST2,1.1417861332349362,3.429084798365303e-07,up_in_disease,Systemic_lupus_erythematosus
BTBD17,1.4557071239463382,0.0089366285973242,up_in_disease,Systemic_lupus_erythematosus
BTBD8,0.6188237269180252,0.0051327521853239,up_in_disease,Systemic_lupus_erythematosus
BTN1A1,0.7185181993007971,0.0005227943355758,up_in_disease,Systemic_lupus_erythematosus
BTN3A1,0.6836094568232602,4.604576028001109e-07,up_in_disease,Systemic_lupus_erythematosus
BUB1,1.1808018309819586,0.0002548406739205,up_in_disease,Systemic_lupus_erythematosus
BUB1B,1.3951058955118751,5.543610969677539e-06,up_in_disease,Systemic_lupus_erythematosus
C10orf10,0.79166546483437,0.0001033688962666,up_in_disease,Systemic_lupus_erythematosus
C10orf105,0.7237086562611407,0.0005949924751454,up_in_disease,Systemic_lupus_erythematosus
C10orf131,0.99443349981608,0.0008608339037509,up_in_disease,Systemic_lupus_erythematosus
C10orf82,-3.05730804547578,0.0005318702043067,up_in_healthy,Systemic_lupus_erythematosus
C11orf42,0.6766499600070671,0.0161271098615132,up_in_disease,Systemic_lupus_erythematosus
C12orf60,0.6008364489853631,0.0040358070816513,up_in_disease,Systemic_lupus_erythematosus
C14orf2,0.7497549772871078,2.945660673522469e-06,up_in_disease,Systemic_lupus_erythematosus
C14orf37,0.8952048189857952,0.0094703296436193,up_in_disease,Systemic_lupus_erythematosus
C15orf48,1.6849222149870269,5.371442625309862e-08,up_in_disease,Systemic_lupus_erythematosus
C16orf59,1.1684093551148034,0.0030035187460711,up_in_disease,Systemic_lupus_erythematosus
C17orf53,1.00758571353304,0.0011475783761599,up_in_disease,Systemic_lupus_erythematosus
C18orf25,0.5926665037000249,0.0006095326468091,up_in_disease,Systemic_lupus_erythematosus
C19orf66,0.8562451960983848,2.273899437627525e-05,up_in_disease,Systemic_lupus_erythematosus
C1GALT1,0.8593725140068286,5.204860657199241e-07,up_in_disease,Systemic_lupus_erythematosus
C1GALT1C1,0.6680080685680378,8.051628587383968e-09,up_in_disease,Systemic_lupus_erythematosus
C1QA,0.7758163369396017,0.0148103715958253,up_in_disease,Systemic_lupus_erythematosus
C1QB,1.4481397986088047,1.0017580709406787e-05,up_in_disease,Systemic_lupus_erythematosus
C1QC,1.6242429048893052,3.236948614687685e-06,up_in_disease,Systemic_lupus_erythematosus
C1QTNF7,1.0130130016532517,0.0064241670791895,up_in_disease,Systemic_lupus_erythematosus
C1orf106,0.9624315044923092,0.0001093856511587,up_in_disease,Systemic_lupus_erythematosus
C1orf127,-0.5866898748693291,0.0192326749140565,up_in_healthy,Systemic_lupus_erythematosus
C1orf145,-0.6743039367220339,0.0070608170537643,up_in_healthy,Systemic_lupus_erythematosus
C1orf226,1.4580323808521238,7.11389410863107e-06,up_in_disease,Systemic_lupus_erythematosus
C1orf35,-0.5939791320567146,0.0005102224267758,up_in_healthy,Systemic_lupus_erythematosus
C1orf64,0.6771470569085589,1.8109756875528608e-06,up_in_disease,Systemic_lupus_erythematosus
C2,0.8323752232755933,0.0143538877274035,up_in_disease,Systemic_lupus_erythematosus
C2orf54,1.626665525235421,0.000866021984586,up_in_disease,Systemic_lupus_erythematosus
C2orf66,1.0626010806551651,0.0017793931965633,up_in_disease,Systemic_lupus_erythematosus
C3AR1,0.6879585190767163,0.0081874957918688,up_in_disease,Systemic_lupus_erythematosus
C3orf20,0.6155030948231559,0.0421058394422426,up_in_disease,Systemic_lupus_erythematosus
C4B,3.724671893602607,0.0123808149623464,up_in_disease,Systemic_lupus_erythematosus
C4orf26,0.7405422565139365,8.940453279428868e-09,up_in_disease,Systemic_lupus_erythematosus
C4orf33,0.645692741040553,4.676421408777832e-06,up_in_disease,Systemic_lupus_erythematosus
C4orf50,0.912347224483352,0.0023929418547892,up_in_disease,Systemic_lupus_erythematosus
C5orf30,0.8556732250695174,0.0014709592636212,up_in_disease,Systemic_lupus_erythematosus
C5orf56,1.077194337899715,4.745444185163411e-10,up_in_disease,Systemic_lupus_erythematosus
C5orf67,1.02061393654295,0.0007437685937591,up_in_disease,Systemic_lupus_erythematosus
C6orf222,1.5621477446588896,6.024150664688468e-06,up_in_disease,Systemic_lupus_erythematosus
C6orf223,1.719981660344042,0.0222038962936937,up_in_disease,Systemic_lupus_erythematosus
C7orf34,0.956265052888586,0.0016485948470556,up_in_disease,Systemic_lupus_erythematosus
C8orf86,0.6323298225073345,0.0002033917521863,up_in_disease,Systemic_lupus_erythematosus
C9orf66,0.6829057928791685,1.14325961248882e-06,up_in_disease,Systemic_lupus_erythematosus
C9orf84,0.8331249677124473,0.0006191398781464,up_in_disease,Systemic_lupus_erythematosus
CA12,1.6485096559281516,3.038639094219744e-06,up_in_disease,Systemic_lupus_erythematosus
CA5A,0.7856580234318977,0.0005970253130337,up_in_disease,Systemic_lupus_erythematosus
CA8,-1.0772493696417955,0.000115610898043,up_in_healthy,Systemic_lupus_erythematosus
CACNA1A,0.7049727280398441,0.0011607349708556,up_in_disease,Systemic_lupus_erythematosus
CACNA1E,1.130924462617087,2.062312797468827e-05,up_in_disease,Systemic_lupus_erythematosus
CACNG2,0.8117337070359139,0.0007933913939181,up_in_disease,Systemic_lupus_erythematosus
CACNG6,-1.4853224617332506,0.0002794881473421,up_in_healthy,Systemic_lupus_erythematosus
CACNG8,-0.6065998406178044,0.0040977430967411,up_in_healthy,Systemic_lupus_erythematosus
CADM4,0.6121749469941249,0.0045724928884775,up_in_disease,Systemic_lupus_erythematosus
CAMK2N1,-0.7397224037921549,0.0008447703831245,up_in_healthy,Systemic_lupus_erythematosus
CAMP,1.809949322121081,6.569863030001644e-07,up_in_disease,Systemic_lupus_erythematosus
CAND2,-0.7151307591098008,0.0031533358071035,up_in_healthy,Systemic_lupus_erythematosus
CAPG,0.6324467191507178,0.0009415593072813,up_in_disease,Systemic_lupus_erythematosus
CAPN13,1.3946950448236968,0.0388712776541592,up_in_disease,Systemic_lupus_erythematosus
CAPN5,-0.843217562734494,5.152242749077989e-07,up_in_healthy,Systemic_lupus_erythematosus
CARD10,-0.8931633131911534,0.046335857472294,up_in_healthy,Systemic_lupus_erythematosus
CARD16,1.2693840807249708,1.947283652771575e-11,up_in_disease,Systemic_lupus_erythematosus
CARD17,1.8305022122855472,1.3571310394169774e-11,up_in_disease,Systemic_lupus_erythematosus
CARD6,0.6454540928200235,0.0002090094780666,up_in_disease,Systemic_lupus_erythematosus
CASC5,0.6805821637238466,0.0001022864137884,up_in_disease,Systemic_lupus_erythematosus
CASP1,0.87748872018936,8.873022346651812e-10,up_in_disease,Systemic_lupus_erythematosus
CASP5,1.1583466045449993,7.452811525605667e-05,up_in_disease,Systemic_lupus_erythematosus
CAT,-0.6738795102479502,0.000292817379972,up_in_healthy,Systemic_lupus_erythematosus
CAV1,1.6076638612833418,0.0001085467644948,up_in_disease,Systemic_lupus_erythematosus
CBWD2,0.7721260677171404,2.5471219582943376e-06,up_in_disease,Systemic_lupus_erythematosus
CBWD3,0.6725269299758871,0.0002844068039126,up_in_disease,Systemic_lupus_erythematosus
CCDC140,3.194479648657339,4.517012893529323e-05,up_in_disease,Systemic_lupus_erythematosus
CCDC17,0.8759001868891464,0.000331057964513,up_in_disease,Systemic_lupus_erythematosus
CCDC42,-0.5911813165670771,0.0091407108663219,up_in_healthy,Systemic_lupus_erythematosus
CCDC58,0.9244807315042588,7.245035789212148e-06,up_in_disease,Systemic_lupus_erythematosus
CCDC64B,0.915381800003704,0.0113049140913438,up_in_disease,Systemic_lupus_erythematosus
CCDC71L,0.8418770274726832,8.314557402520598e-05,up_in_disease,Systemic_lupus_erythematosus
CCDC73,0.5852178210394657,0.0189950974465057,up_in_disease,Systemic_lupus_erythematosus
CCDC83,0.6296422353738582,0.0398793678782204,up_in_disease,Systemic_lupus_erythematosus
CCL1,1.89581769513444,0.0020122810695172,up_in_disease,Systemic_lupus_erythematosus
CCL13,2.720186129466571,0.0018839735486151,up_in_disease,Systemic_lupus_erythematosus
CCL2,3.2281666273799035,4.0931209324430356e-09,up_in_disease,Systemic_lupus_erythematosus
CCL23,-1.2723811037735122,0.0135374087722337,up_in_healthy,Systemic_lupus_erythematosus
CCL7,3.6557014827224537,2.9227157097020983e-05,up_in_disease,Systemic_lupus_erythematosus
CCL8,3.1911699513384364,1.3479467464818898e-08,up_in_disease,Systemic_lupus_erythematosus
CCNA1,1.549516880291543,0.0001836316751976,up_in_disease,Systemic_lupus_erythematosus
CCNA2,1.048245015250765,5.85310970883348e-06,up_in_disease,Systemic_lupus_erythematosus
CCNB1,0.7093147089005141,0.0066450649190306,up_in_disease,Systemic_lupus_erythematosus
CCNB2,1.31430389929013,3.302280659537296e-05,up_in_disease,Systemic_lupus_erythematosus
CCR1,1.1490754000228631,1.1430605276146313e-07,up_in_disease,Systemic_lupus_erythematosus
CCR3,-0.8639043374849492,0.0009891363222031,up_in_healthy,Systemic_lupus_erythematosus
CCRL2,0.6921324748140905,0.0002503429605361,up_in_disease,Systemic_lupus_erythematosus
CD163,0.9516966442680188,0.0027674086015113,up_in_disease,Systemic_lupus_erythematosus
CD163L1,1.224809177902335,2.183467170184964e-05,up_in_disease,Systemic_lupus_erythematosus
CD1C,-0.7391070656669853,0.000406901521912,up_in_healthy,Systemic_lupus_erythematosus
CD200R1L,-0.9879868397952476,0.0350680989256621,up_in_healthy,Systemic_lupus_erythematosus
CD207,-1.208475961766899,0.0007687267220477,up_in_healthy,Systemic_lupus_erythematosus
CD248,-0.8086049385876488,0.0073136040187825,up_in_healthy,Systemic_lupus_erythematosus
CD274,1.0945881282995067,0.0001616860538859,up_in_disease,Systemic_lupus_erythematosus
CD276,0.6980422443802878,0.0012443758903041,up_in_disease,Systemic_lupus_erythematosus
CD38,0.7153516631105201,0.0007488873643447,up_in_disease,Systemic_lupus_erythematosus
CD4,-0.68660143300391,4.473380792198834e-06,up_in_healthy,Systemic_lupus_erythematosus
CD40LG,-0.6183681878935126,0.0006504868534744,up_in_healthy,Systemic_lupus_erythematosus
CD52,0.6142462634357556,0.0076646176919196,up_in_disease,Systemic_lupus_erythematosus
CD58,0.6384938981154714,1.2391617139597316e-05,up_in_disease,Systemic_lupus_erythematosus
CD59,0.5983072180586615,0.0001353993375466,up_in_disease,Systemic_lupus_erythematosus
CD7,-0.6569966871271283,4.907829811004022e-05,up_in_healthy,Systemic_lupus_erythematosus
CD70,0.8185017483713694,0.0011361954546459,up_in_disease,Systemic_lupus_erythematosus
CD74,-0.6805498351630586,2.1387914508070342e-06,up_in_healthy,Systemic_lupus_erythematosus
CD9,-0.6311975378064483,0.0263517796801259,up_in_healthy,Systemic_lupus_erythematosus
CDC20,0.9676923261706531,0.0123197203647449,up_in_disease,Systemic_lupus_erythematosus
CDC25A,1.5294960233945631,1.0890220652163422e-05,up_in_disease,Systemic_lupus_erythematosus
CDC25C,1.340258830664115,4.652011071598296e-09,up_in_disease,Systemic_lupus_erythematosus
CDC42EP3,0.5888937810810678,0.0007862649576519,up_in_disease,Systemic_lupus_erythematosus
CDC45,1.7295380265731768,1.4697702847992156e-07,up_in_disease,Systemic_lupus_erythematosus
CDC6,1.414562069469883,4.928374255453761e-08,up_in_disease,Systemic_lupus_erythematosus
CDCA2,1.7395401593322226,0.000119767977989,up_in_disease,Systemic_lupus_erythematosus
CDCA3,0.9361682705658344,0.0081219738176093,up_in_disease,Systemic_lupus_erythematosus
CDCA5,1.2341655026329017,3.267630225347094e-05,up_in_disease,Systemic_lupus_erythematosus
CDCA7,0.6110656268422042,0.0175951704404465,up_in_disease,Systemic_lupus_erythematosus
CDH2,-0.852027419732127,0.0469606507381118,up_in_healthy,Systemic_lupus_erythematosus
CDH7,0.657051835921464,1.6431344522684374e-05,up_in_disease,Systemic_lupus_erythematosus
CDHR1,-1.0660581974258516,0.001483591666699,up_in_healthy,Systemic_lupus_erythematosus
CDHR4,0.7050756583791671,0.0003705614225122,up_in_disease,Systemic_lupus_erythematosus
CDHR5,1.2841652117295903,2.2070885694242032e-05,up_in_disease,Systemic_lupus_erythematosus
CDK1,1.8437461566130404,2.0525468279702026e-08,up_in_disease,Systemic_lupus_erythematosus
CDK14,0.619276843560444,0.0048551602607373,up_in_disease,Systemic_lupus_erythematosus
CDK15,-1.2844096619697851,0.0005513630726249,up_in_healthy,Systemic_lupus_erythematosus
CDKN1C,-0.7210208924969106,0.032288251024603,up_in_healthy,Systemic_lupus_erythematosus
CDKN2A,0.8349042549423636,0.0006413601897196,up_in_disease,Systemic_lupus_erythematosus
CDKN3,1.211630650830452,0.0004575556070457,up_in_disease,Systemic_lupus_erythematosus
CDO1,2.0800145094913174,0.0001833925080368,up_in_disease,Systemic_lupus_erythematosus
CDRT4,-1.134562145248045,0.0013211940583587,up_in_healthy,Systemic_lupus_erythematosus
CDS1,-0.6226542116096773,0.0026385681219291,up_in_healthy,Systemic_lupus_erythematosus
CDT1,0.7022337751515937,0.0041744436125331,up_in_disease,Systemic_lupus_erythematosus
CEACAM1,1.42032859432537,1.3771617487792835e-08,up_in_disease,Systemic_lupus_erythematosus
CEACAM18,-0.8274793029586439,0.0297651365664559,up_in_healthy,Systemic_lupus_erythematosus
CEACAM4,0.7603311851416599,0.0059525832711462,up_in_disease,Systemic_lupus_erythematosus
CEACAM6,2.2043469241346747,2.4102161216605944e-06,up_in_disease,Systemic_lupus_erythematosus
CEACAM8,1.963017118383092,1.1047001620510024e-05,up_in_disease,Systemic_lupus_erythematosus
CELA3B,0.6263653012936035,0.0010056378845731,up_in_disease,Systemic_lupus_erythematosus
CEND1,1.082577148540823,0.0003572269683481,up_in_disease,Systemic_lupus_erythematosus
CENPE,0.9306336886066056,0.0004147846583468,up_in_disease,Systemic_lupus_erythematosus
CENPF,0.8317995099161958,0.0005550538222956,up_in_disease,Systemic_lupus_erythematosus
CENPI,0.7004841964081774,2.85766537311957e-05,up_in_disease,Systemic_lupus_erythematosus
CENPM,0.884250014959716,0.0018855041213494,up_in_disease,Systemic_lupus_erythematosus
CENPU,0.8571179931842217,0.0112873346145517,up_in_disease,Systemic_lupus_erythematosus
CENPW,0.9506859371020254,4.573684807247972e-07,up_in_disease,Systemic_lupus_erythematosus
CEP162,0.6527741726767782,1.6431344522684374e-05,up_in_disease,Systemic_lupus_erythematosus
CEP295NL,0.789943700049304,0.0002911172832603,up_in_disease,Systemic_lupus_erythematosus
CEP55,1.4009051272153834,4.1952356538634e-06,up_in_disease,Systemic_lupus_erythematosus
CES3,0.7138999654954995,0.0263674490654972,up_in_disease,Systemic_lupus_erythematosus
CETP,0.8800740679213178,5.581954096291954e-07,up_in_disease,Systemic_lupus_erythematosus
CFAP43,1.0377721620217886,0.0233488994022692,up_in_disease,Systemic_lupus_erythematosus
CFAP46,-0.9053256644130032,0.0187144497188833,up_in_healthy,Systemic_lupus_erythematosus
CFAP58,0.8530080438671215,4.175429217206466e-05,up_in_disease,Systemic_lupus_erythematosus
CFAP74,0.599575371732906,0.0471164055820552,up_in_disease,Systemic_lupus_erythematosus
CFB,2.069509712769301,2.8093510291050995e-05,up_in_disease,Systemic_lupus_erythematosus
CH17-212P11.5,2.706433747207905,0.0070655492081997,up_in_disease,Systemic_lupus_erythematosus
CH17-60O17.5,1.661386076010057,0.0007588203488407,up_in_disease,Systemic_lupus_erythematosus
CH17-60O17.7,1.1707518202151674,0.038532246223075,up_in_disease,Systemic_lupus_erythematosus
CH25H,1.8335132737131776,0.0483529944388186,up_in_disease,Systemic_lupus_erythematosus
CH507-396I9.6,0.9620218913298496,0.0464782736180606,up_in_disease,Systemic_lupus_erythematosus
CHAC1,1.2931230439364922,0.0008021090426483,up_in_disease,Systemic_lupus_erythematosus
CHAC2,0.624236876561075,0.0021432649967715,up_in_disease,Systemic_lupus_erythematosus
CHD7,0.6041645591514418,0.0020608915749166,up_in_disease,Systemic_lupus_erythematosus
CHEK1,0.6704376248372512,0.0022088503016338,up_in_disease,Systemic_lupus_erythematosus
CHGA,1.7365548799087815,0.0002517726659744,up_in_disease,Systemic_lupus_erythematosus
CHIT1,2.0529002278935824,1.6444096461592183e-05,up_in_disease,Systemic_lupus_erythematosus
CHMP5,1.681111639380452,2.070374501032136e-12,up_in_disease,Systemic_lupus_erythematosus
CHP2,0.7307879343140677,0.0001211067159996,up_in_disease,Systemic_lupus_erythematosus
CHRNB2,1.412791306491447,3.039934627427266e-08,up_in_disease,Systemic_lupus_erythematosus
CHST1,1.211560121909621,0.0144518665614314,up_in_disease,Systemic_lupus_erythematosus
CHST14,-0.5805605295255118,1.3372320477446278e-12,up_in_healthy,Systemic_lupus_erythematosus
CHST5,0.6499981292267268,6.572722356184601e-08,up_in_disease,Systemic_lupus_erythematosus
CHSY3,1.7946098453813737,0.0129088213001624,up_in_disease,Systemic_lupus_erythematosus
CHURC1-FNTB,0.6830618325897727,6.874372315843056e-05,up_in_disease,Systemic_lupus_erythematosus
CIB3,1.1986157602988854,0.0009388274754899,up_in_disease,Systemic_lupus_erythematosus
CKAP2L,1.0422549491062718,2.7583969224526363e-08,up_in_disease,Systemic_lupus_erythematosus
CKB,-0.9410619275914728,0.0003223313737027,up_in_healthy,Systemic_lupus_erythematosus
CKLF,0.867431952722632,1.4020914496829897e-06,up_in_disease,Systemic_lupus_erythematosus
CKLF-CMTM1,0.8308825660749964,0.000352944166661,up_in_disease,Systemic_lupus_erythematosus
CKS2,1.0951143443936568,1.8109756875528608e-06,up_in_disease,Systemic_lupus_erythematosus
CLC,-0.7583967423902919,0.0280715732261468,up_in_healthy,Systemic_lupus_erythematosus
CLDN22,-0.8043850344142456,0.0096482957735665,up_in_healthy,Systemic_lupus_erythematosus
CLDN24,-1.3878776639611743,0.0162388569065646,up_in_healthy,Systemic_lupus_erythematosus
CLEC2B,0.7266679792086856,4.176629721302619e-05,up_in_disease,Systemic_lupus_erythematosus
CLEC4A,0.6217209274510845,2.5326873454778008e-06,up_in_disease,Systemic_lupus_erythematosus
CLEC4D,1.5815107657187175,2.103775175761278e-06,up_in_disease,Systemic_lupus_erythematosus
CLEC4E,1.1327533305857718,0.0008577624050949,up_in_disease,Systemic_lupus_erythematosus
CLEC6A,1.0464306114668809,4.492567007289432e-05,up_in_disease,Systemic_lupus_erythematosus
CLEC7A,0.6295610241177851,3.35331876141244e-05,up_in_disease,Systemic_lupus_erythematosus
CLIC1,0.6130910813917874,1.6350015738600331e-06,up_in_disease,Systemic_lupus_erythematosus
CLIC3,-0.8096098306432655,0.0017703944890695,up_in_healthy,Systemic_lupus_erythematosus
CLSPN,0.7258672333218319,7.312944765877094e-07,up_in_disease,Systemic_lupus_erythematosus
CLSTN2,0.6367950111534414,6.774277335425697e-05,up_in_disease,Systemic_lupus_erythematosus
CMPK2,3.487050973387039,3.498479701358988e-12,up_in_disease,Systemic_lupus_erythematosus
CMTM1,0.7209443263254577,0.0010525928319803,up_in_disease,Systemic_lupus_erythematosus
CMTR1,0.9784759578805506,1.6689317047816234e-08,up_in_disease,Systemic_lupus_erythematosus
CMYA5,1.0210122839939284,0.0049019628857926,up_in_disease,Systemic_lupus_erythematosus
CNN3,-1.056078477792932,1.449040892690122e-05,up_in_healthy,Systemic_lupus_erythematosus
CNNM1,0.7437558754934247,0.0055189821004819,up_in_disease,Systemic_lupus_erythematosus
CNR2,-0.6492890227644366,0.000475214818016,up_in_healthy,Systemic_lupus_erythematosus
CNTNAP5,0.80379038261012,0.0413541979501079,up_in_disease,Systemic_lupus_erythematosus
COL13A1,-1.0626864919967685,0.014282129576505,up_in_healthy,Systemic_lupus_erythematosus
COL17A1,2.2384505261719347,8.580006422228079e-07,up_in_disease,Systemic_lupus_erythematosus
COL1A1,0.8237839059063017,0.0312470877081803,up_in_disease,Systemic_lupus_erythematosus
COL23A1,0.8416105434066438,0.0003956158895617,up_in_disease,Systemic_lupus_erythematosus
COL26A1,-1.7605657298345103,0.006647506955182,up_in_healthy,Systemic_lupus_erythematosus
COL5A1,-1.0884686648982136,0.0016957871134984,up_in_healthy,Systemic_lupus_erythematosus
COL6A1,-1.1328308687963726,0.0008913673768467,up_in_healthy,Systemic_lupus_erythematosus
COL6A2,-0.6881835626907408,0.0218925304126632,up_in_healthy,Systemic_lupus_erythematosus
COL7A1,0.93676142622951,0.0001865185083628,up_in_disease,Systemic_lupus_erythematosus
COL9A2,1.0155127298609268,0.0008092440839284,up_in_disease,Systemic_lupus_erythematosus
COLQ,-0.9138875599139736,3.347676044948855e-07,up_in_healthy,Systemic_lupus_erythematosus
COMMD6,0.7848303609729042,0.0036959770126258,up_in_disease,Systemic_lupus_erythematosus
COMMD8,0.6301677285683651,0.0086576327922206,up_in_disease,Systemic_lupus_erythematosus
COX7A1,1.0490996720413548,0.0134777246999451,up_in_disease,Systemic_lupus_erythematosus
COX7A2,0.7186368672316634,8.853517028405444e-08,up_in_disease,Systemic_lupus_erythematosus
COX7C,0.7482312258008289,0.0008608339037509,up_in_disease,Systemic_lupus_erythematosus
